Answer.time_in_minutes,Answer.condition,topicType,workerid,scope,endTime,item,startTime,objectType,Answer.justification,response,itemType,slide_number,type,responseTime
20.699466666666666,undefined,ObjectTopic,43,inverse,1569954505562,control3,1569954496136,Individual,undefined,0.45,control,12,trial,9426
20.699466666666666,undefined,SubjectTopic,43,inverse,1569954559291,control2,1569954557532,Individual,undefined,0.34,control,13,trial,1759
20.699466666666666,undefined,SubjectTopic,43,inverse,1569954635502,control6,1569954623006,Set,undefined,0.58,control,14,trial,12496
20.699466666666666,undefined,ObjectTopic,43,inverse,1569954703959,fish,1569954694739,Individual,undefined,0.45,test,15,trial,9220
20.699466666666666,undefined,ObjectTopic,43,surface,1569954770840,control1,1569954767030,Set,undefined,0.81,control,16,trial,3810
20.699466666666666,undefined,ObjectTopic,43,inverse,1569954844919,games,1569954843207,Set,undefined,0.67,test,17,trial,1712
13.931966666666666,undefined,,44,,1569955368692,practice1,1569955360884,,undefined,0.96,practice,3,practice,7808
13.931966666666666,undefined,,44,,1569955402592,practice2,1569955392258,,undefined,0.8,practice,4,practice,10334
13.931966666666666,undefined,SubjectTopic,44,surface,1569955464008,control5,1569955459912,Set,undefined,0.95,control,6,trial,4096
13.931966666666666,undefined,SubjectTopic,44,surface,1569955513916,iceCream,1569955507426,Set,undefined,0.96,test,7,trial,6490
13.931966666666666,undefined,SubjectTopic,44,inverse,1569955599346,control6,1569955584236,Individual,undefined,0.94,control,8,trial,15110
13.931966666666666,undefined,SubjectTopic,44,surface,1569955653964,games,1569955648734,Set,undefined,0.97,test,9,trial,5230
13.931966666666666,undefined,ObjectTopic,44,surface,1569955715164,puppies,1569955702292,Set,undefined,0.96,test,10,trial,12872
13.931966666666666,undefined,SubjectTopic,44,surface,1569955774000,control4,1569955766414,Individual,undefined,0.04,control,11,trial,7586
13.931966666666666,undefined,ObjectTopic,44,inverse,1569955826366,fish,1569955816152,Individual,undefined,0.07,test,12,trial,10214
13.931966666666666,undefined,SubjectTopic,44,inverse,1569955893408,control3,1569955885542,Set,undefined,0.79,control,13,trial,7866
13.931966666666666,undefined,ObjectTopic,44,surface,1569955941762,toys,1569955935756,Set,undefined,0.97,test,14,trial,6006
13.931966666666666,undefined,ObjectTopic,44,inverse,1569955998736,princesses,1569955986244,Individual,undefined,0.65,test,15,trial,12492
13.931966666666666,undefined,SubjectTopic,44,inverse,1569956050334,control2,1569956041078,Individual,undefined,0.54,control,16,trial,9256
13.931966666666666,undefined,SubjectTopic,44,inverse,1569956111558,control1,1569956103608,Individual,undefined,0.97,control,17,trial,7950
20.066083333333335,undefined,,45,,1569952691069,practice1,1569952686327,,undefined,0.98,practice,3,practice,4742
20.066083333333335,undefined,,45,,1569952732081,practice2,1569952713317,,undefined,1,practice,4,practice,18764
20.066083333333335,undefined,SubjectTopic,45,inverse,1569952781258,fish,1569952777218,Individual,undefined,0.99,test,6,trial,4040
20.066083333333335,undefined,ObjectTopic,45,inverse,1569952833550,control1,1569952830419,Individual,undefined,0.99,control,7,trial,3131
20.066083333333335,undefined,SubjectTopic,45,inverse,1569952901434,toys,1569952876728,Individual,undefined,0.3,test,8,trial,24706
20.066083333333335,undefined,SubjectTopic,45,surface,1569952954657,iceCream,1569952945709,Set,undefined,1,test,9,trial,8948
20.066083333333335,undefined,SubjectTopic,45,inverse,1569953023406,games,1569953003331,Individual,undefined,0,test,10,trial,20075
20.066083333333335,undefined,SubjectTopic,45,inverse,1569953087374,puppies,1569953075338,Set,undefined,0.01,test,11,trial,12036
20.066083333333335,undefined,ObjectTopic,45,surface,1569953148711,control5,1569953143677,Individual,undefined,0.98,control,12,trial,5034
20.066083333333335,undefined,ObjectTopic,45,surface,1569953217757,control3,1569953208623,Individual,undefined,0.12,control,13,trial,9134
20.066083333333335,undefined,SubjectTopic,45,surface,1569953293003,control6,1569953285611,Individual,undefined,0.93,control,14,trial,7392
20.066083333333335,undefined,SubjectTopic,45,inverse,1569953352889,control4,1569953344566,Set,undefined,0.13,control,15,trial,8323
20.066083333333335,undefined,SubjectTopic,45,surface,1569953402018,princesses,1569953396460,Individual,undefined,0.95,test,16,trial,5558
20.066083333333335,undefined,SubjectTopic,45,inverse,1569953447202,control2,1569953440993,Set,undefined,0.02,control,17,trial,6209
12.247283333333334,undefined,,46,,1569953042629,practice1,1569953038593,,undefined,0.96,practice,3,practice,4036
12.247283333333334,undefined,,46,,1569953070673,practice2,1569953063680,,undefined,1,practice,4,practice,6993
12.247283333333334,undefined,SubjectTopic,46,inverse,1569953126911,puppies,1569953121959,Set,undefined,1,test,6,trial,4952
12.247283333333334,undefined,ObjectTopic,46,surface,1569953195439,control6,1569953190503,Set,undefined,0.96,control,7,trial,4936
12.247283333333334,undefined,ObjectTopic,46,inverse,1569953242731,fish,1569953237001,Individual,undefined,0.98,test,8,trial,5730
12.247283333333334,undefined,ObjectTopic,46,inverse,1569953296883,control5,1569953293447,Individual,undefined,0,control,9,trial,3436
12.247283333333334,undefined,SubjectTopic,46,inverse,1569953339360,control2,1569953335562,Individual,undefined,0,control,10,trial,3798
12.247283333333334,undefined,SubjectTopic,46,surface,1569953385910,toys,1569953382892,Individual,undefined,0.97,test,11,trial,3018
12.247283333333334,undefined,SubjectTopic,46,inverse,1569953434315,games,1569953430823,Set,undefined,0,test,12,trial,3492
12.247283333333334,undefined,SubjectTopic,46,inverse,1569953486218,control1,1569953482754,Individual,undefined,0.21,control,13,trial,3464
12.247283333333334,undefined,ObjectTopic,46,inverse,1569953540327,control4,1569953536485,Individual,undefined,0,control,14,trial,3842
12.247283333333334,undefined,SubjectTopic,46,inverse,1569953586755,princesses,1569953581737,Set,undefined,0,test,15,trial,5018
12.247283333333334,undefined,SubjectTopic,46,surface,1569953635852,iceCream,1569953630539,Individual,undefined,0.98,test,16,trial,5313
12.247283333333334,undefined,SubjectTopic,46,inverse,1569953694794,control3,1569953688746,Individual,undefined,0.05,control,17,trial,6048
15.957433333333332,undefined,,47,,1569952959331,practice1,1569952937899,,undefined,0.98,practice,3,practice,21432
15.957433333333332,undefined,,47,,1569952993163,practice2,1569952985833,,undefined,0.99,practice,4,practice,7330
15.957433333333332,undefined,ObjectTopic,47,inverse,1569953176877,control6,1569953166984,Individual,undefined,0.99,control,6,trial,9893
15.957433333333332,undefined,SubjectTopic,47,surface,1569953231758,puppies,1569953225993,Set,undefined,0.97,test,7,trial,5765
15.957433333333332,undefined,ObjectTopic,47,inverse,1569953287744,control4,1569953282144,Set,undefined,0,control,8,trial,5600
15.957433333333332,undefined,ObjectTopic,47,surface,1569953340449,control5,1569953337818,Individual,undefined,1,control,9,trial,2631
15.957433333333332,undefined,ObjectTopic,47,inverse,1569953381150,control2,1569953378616,Set,undefined,1,control,10,trial,2534
15.957433333333332,undefined,SubjectTopic,47,surface,1569953438163,control3,1569953434672,Set,undefined,1,control,11,trial,3491
15.957433333333332,undefined,SubjectTopic,47,inverse,1569953497059,control1,1569953486177,Set,undefined,1,control,12,trial,10882
15.957433333333332,undefined,ObjectTopic,47,inverse,1569953543440,fish,1569953536603,Set,undefined,1,test,13,trial,6837
15.957433333333332,undefined,ObjectTopic,47,inverse,1569953603577,toys,1569953586257,Individual,undefined,1,test,14,trial,17320
15.957433333333332,undefined,SubjectTopic,47,inverse,1569953650470,princesses,1569953645417,Set,undefined,1,test,15,trial,5053
15.957433333333332,undefined,SubjectTopic,47,surface,1569953701958,iceCream,1569953694345,Individual,undefined,0,test,16,trial,7613
15.957433333333332,undefined,ObjectTopic,47,inverse,1569953757917,games,1569953746818,Set,undefined,1,test,17,trial,11099
13.729283333333333,undefined,,48,,1569953444363,practice1,1569953440941,,undefined,0.94,practice,3,practice,3422
13.729283333333333,undefined,,48,,1569953471780,practice2,1569953465194,,undefined,0.9,practice,4,practice,6586
13.729283333333333,undefined,SubjectTopic,48,inverse,1569953526189,control2,1569953511948,Set,undefined,0.11,control,6,trial,14241
13.729283333333333,undefined,ObjectTopic,48,inverse,1569953586884,puppies,1569953574417,Set,undefined,0.86,test,7,trial,12467
13.729283333333333,undefined,ObjectTopic,48,inverse,1569953650828,control5,1569953637868,Set,undefined,0.19,control,8,trial,12960
13.729283333333333,undefined,SubjectTopic,48,surface,1569953700029,iceCream,1569953693430,Set,undefined,0.1,test,9,trial,6599
13.729283333333333,undefined,SubjectTopic,48,surface,1569953760100,games,1569953746278,Set,undefined,0.42,test,10,trial,13822
13.729283333333333,undefined,SubjectTopic,48,inverse,1569953813659,toys,1569953801708,Set,undefined,0.87,test,11,trial,11951
13.729283333333333,undefined,SubjectTopic,48,surface,1569953873788,control4,1569953864268,Set,undefined,0.82,control,12,trial,9520
13.729283333333333,undefined,ObjectTopic,48,surface,1569953928413,control1,1569953921330,Set,undefined,0.14,control,13,trial,7083
13.729283333333333,undefined,SubjectTopic,48,inverse,1569953980539,fish,1569953968836,Individual,undefined,0.8,test,14,trial,11703
13.729283333333333,undefined,ObjectTopic,48,surface,1569954056188,control6,1569954045314,Set,undefined,0.87,control,15,trial,10874
13.729283333333333,undefined,SubjectTopic,48,inverse,1569954104845,princesses,1569954097476,Set,undefined,0.87,test,16,trial,7369
13.729283333333333,undefined,SubjectTopic,48,surface,1569954163517,control3,1569954157961,Set,undefined,0.86,control,17,trial,5556
16.645966666666666,undefined,,49,,1569953543678,practice1,1569953538226,,undefined,1,practice,3,practice,5452
16.645966666666666,undefined,,49,,1569953573087,practice2,1569953564949,,undefined,1,practice,4,practice,8138
16.645966666666666,undefined,SubjectTopic,49,inverse,1569953634480,princesses,1569953617096,Set,undefined,1,test,6,trial,17384
16.645966666666666,undefined,ObjectTopic,49,inverse,1569953697479,control3,1569953689802,Set,undefined,1,control,7,trial,7677
16.645966666666666,undefined,ObjectTopic,49,inverse,1569953763832,control1,1569953749171,Individual,undefined,1,control,8,trial,14661
16.645966666666666,undefined,SubjectTopic,49,surface,1569953812451,iceCream,1569953808251,Individual,undefined,1,test,9,trial,4200
16.645966666666666,undefined,ObjectTopic,49,surface,1569953856348,fish,1569953852155,Set,undefined,1,test,10,trial,4193
16.645966666666666,undefined,ObjectTopic,49,inverse,1569953949257,games,1569953903816,Individual,undefined,0,test,11,trial,45441
16.645966666666666,undefined,ObjectTopic,49,inverse,1569954009954,control5,1569953999429,Set,undefined,0,control,12,trial,10525
16.645966666666666,undefined,ObjectTopic,49,surface,1569954058511,control2,1569954048353,Individual,undefined,1,control,13,trial,10158
16.645966666666666,undefined,SubjectTopic,49,surface,1569954103668,toys,1569954099559,Set,undefined,0,test,14,trial,4109
16.645966666666666,undefined,SubjectTopic,49,inverse,1569954162774,puppies,1569954154105,Individual,undefined,0,test,15,trial,8669
16.645966666666666,undefined,ObjectTopic,49,inverse,1569954220803,control4,1569954213633,Set,undefined,0,control,16,trial,7170
16.645966666666666,undefined,SubjectTopic,49,surface,1569954297515,control6,1569954285072,Individual,undefined,1,control,17,trial,12443
19.02155,undefined,,50,,1569953626288,practice1,1569953592830,,undefined,0.92,practice,3,practice,33458
19.02155,undefined,,50,,1569953655732,practice2,1569953648946,,undefined,0.99,practice,4,practice,6786
19.02155,undefined,SubjectTopic,50,inverse,1569953718352,games,1569953710799,Individual,undefined,0.02,test,6,trial,7553
19.02155,undefined,SubjectTopic,50,inverse,1569953772275,fish,1569953761398,Set,undefined,0.03,test,7,trial,10877
19.02155,undefined,ObjectTopic,50,surface,1569953827310,control1,1569953824392,Set,undefined,0.95,control,8,trial,2918
19.02155,undefined,SubjectTopic,50,surface,1569953882439,princesses,1569953870986,Individual,undefined,0.88,test,9,trial,11453
19.02155,undefined,SubjectTopic,50,inverse,1569953940567,control4,1569953934070,Set,undefined,0.01,control,10,trial,6497
19.02155,undefined,SubjectTopic,50,surface,1569953999136,control3,1569953994368,Individual,undefined,0.99,control,11,trial,4768
19.02155,undefined,SubjectTopic,50,surface,1569954052915,control5,1569954049345,Individual,undefined,0.97,control,12,trial,3570
19.02155,undefined,SubjectTopic,50,inverse,1569954103814,toys,1569954095724,Individual,undefined,0.02,test,13,trial,8090
19.02155,undefined,ObjectTopic,50,surface,1569954184606,control2,1569954162100,Individual,undefined,0.99,control,14,trial,22506
19.02155,undefined,SubjectTopic,50,inverse,1569954236004,iceCream,1569954232541,Set,undefined,0.01,test,15,trial,3463
19.02155,undefined,SubjectTopic,50,inverse,1569954308584,control6,1569954303799,Set,undefined,0.04,control,16,trial,4785
19.02155,undefined,SubjectTopic,50,inverse,1569954365085,puppies,1569954358689,Set,undefined,0.04,test,17,trial,6396
14.841933333333333,undefined,,51,,1569954111341,practice1,1569954106498,,undefined,0.99,practice,3,practice,4843
14.841933333333333,undefined,,51,,1569954141081,practice2,1569954133631,,undefined,0.99,practice,4,practice,7450
14.841933333333333,undefined,ObjectTopic,51,inverse,1569954194141,toys,1569954186731,Individual,undefined,0,test,6,trial,7410
14.841933333333333,undefined,ObjectTopic,51,surface,1569954239935,fish,1569954234625,Set,undefined,0.97,test,7,trial,5310
14.841933333333333,undefined,ObjectTopic,51,surface,1569954293466,control1,1569954288639,Set,undefined,1,control,8,trial,4827
14.841933333333333,undefined,SubjectTopic,51,inverse,1569954345022,princesses,1569954336303,Set,undefined,0.01,test,9,trial,8719
14.841933333333333,undefined,SubjectTopic,51,inverse,1569954414406,control3,1569954399383,Set,undefined,0.55,control,10,trial,15023
14.841933333333333,undefined,SubjectTopic,51,surface,1569954471866,puppies,1569954466331,Individual,undefined,0.99,test,11,trial,5535
14.841933333333333,undefined,ObjectTopic,51,surface,1569954534559,control4,1569954522811,Set,undefined,0.98,control,12,trial,11748
14.841933333333333,undefined,ObjectTopic,51,inverse,1569954593873,control5,1569954588614,Individual,undefined,0.01,control,13,trial,5259
14.841933333333333,undefined,SubjectTopic,51,surface,1569954638095,control2,1569954633323,Individual,undefined,0.99,control,14,trial,4772
14.841933333333333,undefined,ObjectTopic,51,surface,1569954690938,games,1569954685222,Set,undefined,0.99,test,15,trial,5716
14.841933333333333,undefined,SubjectTopic,51,inverse,1569954767773,control6,1569954757466,Individual,undefined,0.01,control,16,trial,10307
14.841933333333333,undefined,SubjectTopic,51,surface,1569954820687,iceCream,1569954814585,Individual,undefined,1,test,17,trial,6102
15.18805,undefined,,52,,1569955659566,practice1,1569955653476,,undefined,0.79,practice,3,practice,6090
15.18805,undefined,,52,,1569955688183,practice2,1569955681332,,undefined,1,practice,4,practice,6851
15.18805,undefined,SubjectTopic,52,surface,1569955739282,control2,1569955729742,Individual,undefined,0.92,control,6,trial,9540
15.18805,undefined,SubjectTopic,52,inverse,1569955816328,control6,1569955803626,Individual,undefined,1,control,7,trial,12702
15.18805,undefined,ObjectTopic,52,surface,1569955859229,fish,1569955855638,Set,undefined,1,test,8,trial,3591
15.18805,undefined,SubjectTopic,52,inverse,1569955922642,control5,1569955909952,Set,undefined,0.1,control,9,trial,12690
15.18805,undefined,ObjectTopic,52,inverse,1569955981715,games,1569955967790,Set,undefined,0.26,test,10,trial,13925
15.18805,undefined,ObjectTopic,52,surface,1569956033270,control1,1569956030446,Individual,undefined,1,control,11,trial,2824
15.18805,undefined,ObjectTopic,52,inverse,1569956087701,princesses,1569956075630,Set,undefined,0.39,test,12,trial,12071
15.18805,undefined,SubjectTopic,52,surface,1569956134840,iceCream,1569956131895,Set,undefined,1,test,13,trial,2945
15.18805,undefined,ObjectTopic,52,surface,1569956198550,control3,1569956189059,Set,undefined,1,control,14,trial,9491
15.18805,undefined,SubjectTopic,52,inverse,1569956256282,puppies,1569956247355,Set,undefined,0.5,test,15,trial,8927
15.18805,undefined,ObjectTopic,52,inverse,1569956306403,toys,1569956299006,Set,undefined,0.37,test,16,trial,7397
15.18805,undefined,SubjectTopic,52,inverse,1569956360367,control4,1569956356937,Set,undefined,0.03,control,17,trial,3430
13.12795,undefined,,53,,1569956067693,practice1,1569956064335,,undefined,0.8,practice,3,practice,3358
13.12795,undefined,,53,,1569956093993,practice2,1569956089202,,undefined,0.96,practice,4,practice,4791
13.12795,undefined,ObjectTopic,53,inverse,1569956140665,fish,1569956136977,Individual,undefined,0.98,test,6,trial,3688
13.12795,undefined,SubjectTopic,53,inverse,1569956193790,control5,1569956191213,Individual,undefined,0.04,control,7,trial,2577
13.12795,undefined,ObjectTopic,53,surface,1569956247433,puppies,1569956245504,Individual,undefined,0.96,test,8,trial,1929
13.12795,undefined,ObjectTopic,53,surface,1569956301449,control2,1569956294655,Individual,undefined,0.92,control,9,trial,6794
13.12795,undefined,SubjectTopic,53,surface,1569956358696,games,1569956351767,Individual,undefined,0.94,test,10,trial,6929
13.12795,undefined,SubjectTopic,53,inverse,1569956419984,control1,1569956412139,Individual,undefined,0.09,control,11,trial,7845
13.12795,undefined,ObjectTopic,53,surface,1569956476312,iceCream,1569956472761,Set,undefined,0.94,test,12,trial,3551
13.12795,undefined,ObjectTopic,53,surface,1569956535928,control4,1569956530343,Individual,undefined,0.95,control,13,trial,5585
13.12795,undefined,ObjectTopic,53,inverse,1569956599442,control3,1569956595325,Individual,undefined,0.07,control,14,trial,4117
13.12795,undefined,ObjectTopic,53,inverse,1569956656498,toys,1569956650219,Individual,undefined,0.17,test,15,trial,6279
13.12795,undefined,ObjectTopic,53,surface,1569956726012,control6,1569956722195,Set,undefined,0.94,control,16,trial,3817
13.12795,undefined,SubjectTopic,53,surface,1569956783702,princesses,1569956773374,Individual,undefined,0.14,test,17,trial,10328
14.0741,undefined,,54,,1569953136958,practice1,1569953131741,,undefined,0.99,practice,3,practice,5217
14.0741,undefined,,54,,1569953164659,practice2,1569953158251,,undefined,0.99,practice,4,practice,6408
14.0741,undefined,SubjectTopic,54,surface,1569953212274,fish,1569953207523,Individual,undefined,1,test,6,trial,4751
14.0741,undefined,SubjectTopic,54,inverse,1569953264732,princesses,1569953255327,Individual,undefined,0.09,test,7,trial,9405
14.0741,undefined,ObjectTopic,54,inverse,1569953325636,control4,1569953315679,Individual,undefined,0.97,control,8,trial,9957
14.0741,undefined,SubjectTopic,54,surface,1569953379751,control5,1569953375763,Set,undefined,0.99,control,9,trial,3988
14.0741,undefined,SubjectTopic,54,surface,1569953438235,control1,1569953428350,Individual,undefined,0.98,control,10,trial,9885
14.0741,undefined,ObjectTopic,54,inverse,1569953494565,games,1569953484797,Set,undefined,0.6,test,11,trial,9768
14.0741,undefined,SubjectTopic,54,inverse,1569953545205,control2,1569953533043,Set,undefined,0,control,12,trial,12162
14.0741,undefined,SubjectTopic,54,inverse,1569953596218,toys,1569953586437,Set,undefined,0.91,test,13,trial,9781
14.0741,undefined,ObjectTopic,54,inverse,1569953661849,control3,1569953649931,Set,undefined,0.87,control,14,trial,11918
14.0741,undefined,ObjectTopic,54,surface,1569953716670,iceCream,1569953705507,Set,undefined,0.92,test,15,trial,11163
14.0741,undefined,SubjectTopic,54,inverse,1569953792140,control6,1569953780767,Individual,undefined,0.74,control,16,trial,11373
14.0741,undefined,ObjectTopic,54,inverse,1569953849048,puppies,1569953843316,Individual,undefined,0.19,test,17,trial,5732
14.173583333333333,undefined,,55,,1569953245969,practice1,1569953237215,,undefined,0.99,practice,3,practice,8754
14.173583333333333,undefined,,55,,1569953275065,practice2,1569953268295,,undefined,0.97,practice,4,practice,6770
14.173583333333333,undefined,ObjectTopic,55,surface,1569953356969,control6,1569953341799,Set,undefined,0.98,control,6,trial,15170
14.173583333333333,undefined,ObjectTopic,55,inverse,1569953414258,control1,1569953406099,Individual,undefined,0,control,7,trial,8159
14.173583333333333,undefined,SubjectTopic,55,inverse,1569953466256,princesses,1569953458569,Set,undefined,0.01,test,8,trial,7687
14.173583333333333,undefined,SubjectTopic,55,inverse,1569953540799,control3,1569953523141,Set,undefined,0.18,control,9,trial,17658
14.173583333333333,undefined,ObjectTopic,55,surface,1569953597138,puppies,1569953590990,Set,undefined,0.98,test,10,trial,6148
14.173583333333333,undefined,ObjectTopic,55,inverse,1569953644387,fish,1569953638008,Set,undefined,0.95,test,11,trial,6379
14.173583333333333,undefined,ObjectTopic,55,surface,1569953693772,iceCream,1569953690009,Individual,undefined,1,test,12,trial,3763
14.173583333333333,undefined,SubjectTopic,55,surface,1569953752422,control4,1569953744910,Set,undefined,0.99,control,13,trial,7512
14.173583333333333,undefined,ObjectTopic,55,surface,1569953799840,control2,1569953791714,Set,undefined,0.98,control,14,trial,8126
14.173583333333333,undefined,SubjectTopic,55,inverse,1569953853152,control5,1569953850060,Set,undefined,0.03,control,15,trial,3092
14.173583333333333,undefined,SubjectTopic,55,surface,1569953902266,games,1569953898318,Set,undefined,0.98,test,16,trial,3948
14.173583333333333,undefined,ObjectTopic,55,surface,1569953946596,toys,1569953943068,Set,undefined,0.96,test,17,trial,3528
11.761,undefined,,56,,1569953338679,practice1,1569953335148,,undefined,1,practice,3,practice,3531
11.761,undefined,,56,,1569953365613,practice2,1569953359607,,undefined,1,practice,4,practice,6006
11.761,undefined,SubjectTopic,56,inverse,1569953417576,games,1569953414015,Individual,undefined,0.01,test,6,trial,3561
11.761,undefined,ObjectTopic,56,surface,1569953473032,puppies,1569953470023,Individual,undefined,0.99,test,7,trial,3009
11.761,undefined,SubjectTopic,56,inverse,1569953518991,princesses,1569953514872,Set,undefined,0.28,test,8,trial,4119
11.761,undefined,ObjectTopic,56,inverse,1569953576004,control4,1569953570146,Set,undefined,0.53,control,9,trial,5858
11.761,undefined,ObjectTopic,56,surface,1569953625376,control1,1569953623440,Individual,undefined,1,control,10,trial,1936
11.761,undefined,ObjectTopic,56,inverse,1569953668855,fish,1569953665074,Set,undefined,0.09,test,11,trial,3781
11.761,undefined,ObjectTopic,56,surface,1569953724514,control3,1569953722129,Set,undefined,1,control,12,trial,2385
11.761,undefined,SubjectTopic,56,inverse,1569953777527,control5,1569953774986,Set,undefined,0,control,13,trial,2541
11.761,undefined,ObjectTopic,56,inverse,1569953824163,iceCream,1569953820176,Set,undefined,0.21,test,14,trial,3987
11.761,undefined,SubjectTopic,56,surface,1569953868514,toys,1569953864782,Set,undefined,1,test,15,trial,3732
11.761,undefined,ObjectTopic,56,inverse,1569953910829,control2,1569953906393,Set,undefined,0,control,16,trial,4436
11.761,undefined,SubjectTopic,56,inverse,1569953982689,control6,1569953974951,Individual,undefined,0.29,control,17,trial,7738
19.161583333333333,undefined,,57,,1569953246957,practice1,1569953236705,,undefined,1,practice,3,practice,10252
19.161583333333333,undefined,,57,,1569953280264,practice2,1569953269469,,undefined,1,practice,4,practice,10795
19.161583333333333,undefined,ObjectTopic,57,surface,1569953389788,control1,1569953386515,Individual,undefined,1,control,6,trial,3273
19.161583333333333,undefined,ObjectTopic,57,surface,1569953442809,control5,1569953439682,Set,undefined,1,control,7,trial,3127
19.161583333333333,undefined,ObjectTopic,57,surface,1569953527921,control6,1569953507222,Individual,undefined,0,control,8,trial,20699
19.161583333333333,undefined,ObjectTopic,57,surface,1569953588159,control4,1569953578339,Individual,undefined,1,control,9,trial,9820
19.161583333333333,undefined,ObjectTopic,57,surface,1569953648950,toys,1569953628837,Set,undefined,1,test,10,trial,20113
19.161583333333333,undefined,ObjectTopic,57,surface,1569953701827,control2,1569953687368,Set,undefined,1,control,11,trial,14459
19.161583333333333,undefined,SubjectTopic,57,surface,1569953751151,princesses,1569953744434,Individual,undefined,0.85,test,12,trial,6717
19.161583333333333,undefined,ObjectTopic,57,surface,1569953804077,games,1569953796454,Set,undefined,1,test,13,trial,7623
19.161583333333333,undefined,ObjectTopic,57,inverse,1569953872860,iceCream,1569953847585,Set,undefined,0,test,14,trial,25275
19.161583333333333,undefined,ObjectTopic,57,inverse,1569953932442,puppies,1569953921568,Set,undefined,0,test,15,trial,10874
19.161583333333333,undefined,SubjectTopic,57,surface,1569954014106,control3,1569953985838,Individual,undefined,0.73,control,16,trial,28268
19.161583333333333,undefined,SubjectTopic,57,surface,1569954078585,fish,1569954055134,Individual,undefined,1,test,17,trial,23451
24.895966666666666,undefined,,58,,1569953226360,practice1,1569953195093,,undefined,0.03,practice,3,practice,31267
24.895966666666666,undefined,,58,,1569953271602,practice2,1569953253163,,undefined,0.95,practice,4,practice,18439
24.895966666666666,undefined,SubjectTopic,58,inverse,1569953359107,control4,1569953336063,Individual,undefined,0.04,control,6,trial,23044
24.895966666666666,undefined,SubjectTopic,58,surface,1569953432060,iceCream,1569953411873,Individual,undefined,0.95,test,7,trial,20187
24.895966666666666,undefined,SubjectTopic,58,inverse,1569953616267,control6,1569953508101,Individual,undefined,0.03,control,8,trial,108166
24.895966666666666,undefined,ObjectTopic,58,inverse,1569953690498,puppies,1569953677587,Individual,undefined,0.91,test,9,trial,12911
24.895966666666666,undefined,SubjectTopic,58,inverse,1569953762373,princesses,1569953744499,Individual,undefined,0.94,test,10,trial,17874
24.895966666666666,undefined,ObjectTopic,58,surface,1569953883905,toys,1569953814286,Set,undefined,0.97,test,11,trial,69619
24.895966666666666,undefined,ObjectTopic,58,inverse,1569953968759,control5,1569953947982,Individual,undefined,0.97,control,12,trial,20777
24.895966666666666,undefined,ObjectTopic,58,inverse,1569954059362,control3,1569954045863,Individual,undefined,0.07,control,13,trial,13499
24.895966666666666,undefined,SubjectTopic,58,inverse,1569954154862,fish,1569954109286,Set,undefined,0.95,test,14,trial,45576
24.895966666666666,undefined,ObjectTopic,58,inverse,1569954252276,control1,1569954214285,Set,undefined,0.91,control,15,trial,37991
24.895966666666666,undefined,SubjectTopic,58,surface,1569954353666,games,1569954311368,Individual,undefined,0.94,test,16,trial,42298
24.895966666666666,undefined,SubjectTopic,58,inverse,1569954429462,control2,1569954402376,Individual,undefined,0.93,control,17,trial,27086
43.065583333333336,undefined,,59,,1569954022749,practice1,1569954011458,,undefined,0.51,practice,3,practice,11291
43.065583333333336,undefined,,59,,1569954049265,practice2,1569954044028,,undefined,0.97,practice,4,practice,5237
43.065583333333336,undefined,SubjectTopic,59,surface,1569954100789,control1,1569954098146,Set,undefined,0.98,control,6,trial,2643
43.065583333333336,undefined,SubjectTopic,59,surface,1569954170526,control6,1569954164896,Set,undefined,0.98,control,7,trial,5630
43.065583333333336,undefined,ObjectTopic,59,surface,1569954225517,control4,1569954220616,Set,undefined,0.01,control,8,trial,4901
43.065583333333336,undefined,SubjectTopic,59,inverse,1569954288237,control3,1569954279130,Individual,undefined,0.22,control,9,trial,9107
43.065583333333336,undefined,SubjectTopic,59,inverse,1569954352450,puppies,1569954336862,Set,undefined,0.49,test,10,trial,15588
43.065583333333336,undefined,SubjectTopic,59,surface,1569954624696,control2,1569954391028,Individual,undefined,0.51,control,11,trial,233668
43.065583333333336,undefined,ObjectTopic,59,surface,1569954673094,iceCream,1569954669234,Individual,undefined,0.97,test,12,trial,3860
43.065583333333336,undefined,ObjectTopic,59,inverse,1569954724684,toys,1569954715276,Individual,undefined,0.67,test,13,trial,9408
43.065583333333336,undefined,ObjectTopic,59,surface,1569954776120,games,1569954771153,Set,undefined,0.91,test,14,trial,4967
43.065583333333336,undefined,SubjectTopic,59,inverse,1569954829232,control5,1569954825551,Individual,undefined,0.02,control,15,trial,3681
43.065583333333336,undefined,SubjectTopic,59,surface,1569954879507,princesses,1569954871428,Individual,undefined,0.14,test,16,trial,8079
43.065583333333336,undefined,SubjectTopic,59,surface,1569954922415,fish,1569954918921,Set,undefined,0.98,test,17,trial,3494
23.3174,undefined,,60,,1569954396985,practice1,1569954394734,,undefined,0.96,practice,3,practice,2251
23.3174,undefined,,60,,1569954420034,practice2,1569954417840,,undefined,0.89,practice,4,practice,2194
23.3174,undefined,SubjectTopic,60,inverse,1569954631223,games,1569954625463,Set,undefined,0.76,test,6,trial,5760
23.3174,undefined,ObjectTopic,60,inverse,1569954683125,control5,1569954680931,Individual,undefined,0.96,control,7,trial,2194
23.3174,undefined,SubjectTopic,60,surface,1569954739182,puppies,1569954733217,Individual,undefined,0.96,test,8,trial,5965
